,id,iata,icao,name,location,street_number,street,city,county,state,country_iso,country,postal_code,phone,latitude,longitude,uct,website
0,3248,IOS,SBIL,Ilhéus Jorge Amado Airport,"Ilhéus, Bahia, Brazil",S/N,Rua Brigadeiro Eduardo Gomes,,Ilhéus,Bahia,BR,Brazil,45654-070,+55 73 3234-4000,-14.814534,-39.032215,-180,http://ilheusairportjorgeamado.caracolpark.co/
0,3473,JPA,SBJP,Presidente Castro Pinto International Airport,"João Pessoa, Paraíba, Brazil",s/n,Aeroporto Internacional Presidente Castro Pinto,,João Pessoa,Paraíba,BR,Brazil,58308-901,+55 83 3041-4200,-7.146009,-34.948776,-180,http://www4.infraero.gov.br/aeroportos/aeroporto-internacional-de-joao-pessoa-presidente-castro-pinto/
0,3395,JDO,SBJU,Juazeiro do Norte Airport,"Juazeiro do Norte, Ceará, Brazil",4000,Avenida Virgílio Távora,,Juazeiro do Norte,Ceará,BR,Brazil,63020-735,+55 88 3311-6500,-7.2150974,-39.27223,-180,http://www4.infraero.gov.br/aeroportos/aeroporto-de-juazeiro-do-norte-orlando-bezerra-de-menezes/
0,1491,CPV,SBKG,Campina Grande Airport (Presidente João Suassuna Airport),"Campina Grande, Paraíba, Brazil",S/N,Avenida Uberaba,,Campina Grande,Paraíba,BR,Brazil,58418-410,+55 83 3332-9023,-7.2688785,-35.89402,-180,http://www4.infraero.gov.br/aeroportos/aeroporto-de-campina-grande-presidente-joao-suassuna
0,4552,MCP,SBMQ,Alberto Alcolumbre International Airport,"Macapá, Amapá, Brazil",S/N,Rua Hildemar Maia,,Macapá,Amapá,BR,Brazil,68908-119,+55 96 3223-2323,0.0500081,-51.06711,-180,http://www4.infraero.gov.br/aeroportos/aeroporto-internacional-de-macapa-alberto-alcolumbre/
0,6003,PMW,SBPJ,Palmas–Brigadeiro Lysias Rodrigues Airport,"Palmas, Tocantins, Brazil",s/n,Avenida Joaquim Teotônio Segurado,,Palmas,Tocantins,BR,Brazil,,+55 63 3219-3700,-10.295659,-48.35811,-180,http://www.infraero.gov.br/
0,1367,CKS,SBCJ,Carajás Airport,"Parauapebas, Pará, Brazil",,,,Parauapebas,Pará,BR,Brazil,68515-000,+55 94 98403-1335,-6.114454,-50.001007,-180,http://www.infraero.gov.br/
0,6294,RBR,SBRB,Plácido de Castro International Airport,"Rio Branco, Acre, Brazil",,,,,,,,,,0,0,0,
0,4487,MAB,SBMA,João Correa da Rocha Airport,"Marabá, Pará, Brazil",,,,Marabá,Pará,BR,Brazil,,+55 94 3324-1383,-5.3715158,-49.13676,-180,http://www4.infraero.gov.br/aeroportos/aeroporto-de-maraba-joao-correa-da-rocha/
0,1669,CZS,SBCZ,Cruzeiro do Sul International Airport,"Cruzeiro do Sul, Acre, Brazil",,,,Cruzeiro do Sul,Acre,BR,Brazil,69980-970,+55 68 3311-1900,-7.598349,-72.77343,-300,http://www4.infraero.gov.br/aeroportos/aeroporto-internacional-cruzeiro-do-sul/
0,2279,FEN,SBFN,Fernando de Noronha Airport (Gov. Carlos Wilson Airport),"Fernando de Noronha, Pernambuco, Brazil",,,,Fernando de Noronha,State of Pernambuco,BR,Brazil,53990-000,,-3.8546145,-32.424385,-120,
0,2761,GVR,SBGV,Coronel Altino Machado de Oliveira Airport,"Governador Valadares, Minas Gerais, Brazil",s/n,Avenida Industrial,,Governador Valadares,Minas Gerais,BR,Brazil,35040-260,+55 33 3277-3935,-18.897291,-41.986973,-180,
0,6269,RAO,SBRP,Leite Lopes Airport,"Ribeirão Preto, São Paulo, Brazil",,Avenida Thomaz Alberto Whately,,Ribeirão Preto,São Paulo,BR,Brazil,14075-390,+55 16 3626-3376,-21.139164,-47.77657,-180,http://www.daesp.sp.gov.br/aeroporto-detalhe/?id=883
0,4435,LVR,SILC,Bom Futuro Municipal Airport[2],"Lucas do Rio Verde, Mato Grosso, Brazil",s/n,Rod MT-449 KM 4,,Lucas do Rio Verde,Mato Grosso,BR,Brazil,78455-000,,-13.034962,-55.942123,-240,
0,410,ATL,KATL,Hartsfield–Jackson Atlanta International Airport,"Atlanta, Georgia, United States",6000,North Terminal Parkway,Atlanta,,Georgia,US,United States,30320,+1 800-897-1910,33.640728,-84.427704,-240,http://www.atl.com/
0,1956,DXB,OMDB,Dubai International Airport,"Dubai, United Arab Emirates",,,Dubai,,Dubai,AE,United Arab Emirates,,+971 4 224 5555,25.253174,55.365673,240,http://www.dubaiairports.ae/
0,1911,DSS,GOBD,Blaise Diagne International Airport,"Dakar, Senegal",,,Ndiass,,Thiès Region,SN,Senegal,,+221 33 939 69 00,14.670855,-17.067347,0,http://www.dakaraeroport.com/
0,6815,SJP,SBSR,Prof. Eribelto Manoel Reino State Airport,"São José do Rio Preto, São Paulo, Brazil",3505,Avenida dos Estudantes,,São José do Rio Preto,São Paulo,BR,Brazil,15035-010,+55 17 3233-1919,-20.812494,-49.404926,-180,http://www.daesp.sp.gov.br/aeroporto-detalhe/?id=889
0,1105,BYO,SBDB,Bonito Airport,"Bonito, Mato Grosso do Sul, Brazil",s/n,MS-178,,Bonito,Mato Grosso do Sul,BR,Brazil,79290-000,+55 67 3255-3222,-21.243193,-56.44983,-240,http://www.portalbonito.com.br/servicos/informacoes
0,1404,CMG,SBCR,Corumbá International Airport,"Corumbá, Mato Grosso do Sul, Brazil",S/n,Rua Santos Dumont,,Corumbá,Mato Grosso do Sul,BR,Brazil,79332-150,+55 67 3231-3322,-19.013786,-57.66343,-240,http://www4.infraero.gov.br/aeroportos/aeroporto-internacional-de-corumba/
0,3491,JTC,SBAE,Moussa Nakhl Tobias–Bauru/Arealva State Airport,"Bauru, São Paulo, Brazil","km 5,5",Estrada Municipal Murilo Vilaça Maringoni,,Bauru,São Paulo,BR,Brazil,17022-895,+55 14 3277-6633,-22.165993,-49.07217,-180,http://www.daesp.sp.gov.br/aeroporto-detalhe/?id=851
0,5894,PHB,SBPB,Parnaíba-Prefeito Dr. João Silva Filho International Airport,"Parnaíba, Piauí, Brazil",s/n,Rodovia BR-343,,Parnaíba,Piauí,BR,Brazil,64206-260,+55 86 3315-3300,-2.895248,-41.729797,-180,http://www4.infraero.gov.br/aeroportos/aeroporto-internacional-de-parnaiba-prefeito-dr-joao-silva-filho/
0,5861,PET,SBPK,João Simões Lopes Neto International Airport,"Pelotas, Rio Grande do Sul, Brazil",S/n,Avenida Zeferino Costa,,Pelotas,Rio Grande do Sul,BR,Brazil,96070-480,+55 53 3223-1227,-31.715822,-52.33069,-180,http://www.infraero.gov.br/
0,369,ARU,SBAU,Araçatuba Airport,"Araçatuba, São Paulo, Brazil",,Via de Acesso Olegário Ferraz,,Araçatuba,São Paulo,BR,Brazil,16052-800,+55 18 3621-3001,-21.13759,-50.425983,-180,http://www.daesp.sp.gov.br/aeroporto-detalhe/?id=841
0,7325,TFF,SBTF,Tefé Airport,"Tefé, Amazonas, Brazil",,,Tefé,Tefé,Amazonas,BR,Brazil,69470-000,,-3.380402,-64.7251,-240,http://www4.infraero.gov.br/aeroportos/aeroporto-de-tefe/
0,7252,TBT,SBTT,Tabatinga International Airport,"Tabatinga, Amazonas, Brazil",s/n,Praça Marechal-do-ar Eduardo Gomes,,Tabatinga,Amazonas,BR,Brazil,69640-000,+55 97 3412-1100,-4.25038,-69.93939,-240,http://www.infraero.gov.br/
0,3217,IMP,SBIZ,Imperatriz Airport (Prefeito Renato Moreira Airport),"Imperatriz, Maranhão, Brazil",S/N,Avenida Moacyr Spósito Ribeiro,,Imperatriz,Maranhão,BR,Brazil,65913-415,+55 99 3524-4555,-5.5316944,-47.45607,-180,http://www4.infraero.gov.br/
0,929,BRA,SNBR,Barreiras Airport,"Barreiras, Bahia, Brazil",204,Rua Anapolina,,Barreiras,Bahia,BR,Brazil,47806-470,+55 77 3611-2361,-12.078983,-45.0102,-180,
0,6557,RVD,SWLC,General Leite de Castro Airport,"Rio Verde, Goiás, Brazil",s/nº,Rua do Ipê,,Rio Verde,Goiás,BR,Brazil,75900-000,+55 64 3620-2125,-17.836782,-50.958645,-180,
0,4694,MII,SBML,Frank Miloye Milenkowichi–Marília State Airport,"Marília, São Paulo, Brazil",2100,Avenida Brigadeiro Eduardo Gomes,,Marília,São Paulo,BR,Brazil,17514-050,+55 14 3433-4066,-22.19709,-49.92981,-180,
0,7679,TXF,SNTF,Teixeira de Freitas Airport (9 de maio Airport),"Teixeira de Freitas, Bahia, Brazil",,Rua Santo Antônio,,Teixeira de Freitas,Bahia,BR,Brazil,45320-000,+55 71 99670-9061,-17.522982,-39.66908,-180,https://www.facebook.com/aeroportodeteixeiradefreitas
0,411,ATM,SBHT,Altamira Airport,"Altamira, Pará, Brazil",S/N,Avenida Tancredo Neves,,Altamira,Pará,BR,Brazil,68372-590,+55 93 3515-1976,-3.2535655,-52.24909,-180,http://www4.infraero.gov.br/aeroportos/aeroporto-de-altamira-para
0,119,AFL,SBAT,Alta Floresta Airport,"Alta Floresta, Mato Grosso, Brazil",,,,Alta Floresta,State of Mato Grosso,BR,Brazil,78580-000,+55 66 3521-2226,-9.872357,-56.105198,-240,
0,6385,RIA,SBSM,Santa Maria Airport,"Santa Maria, Rio Grande do Sul, Brazil",3249,Terminal Drive,Santa Maria,Santa Barbara County,California,US,United States,93455,+1 805-922-1726,34.89914,-120.44778,-420,http://www.santamariaairport.com/
0,2318,FLL,KFLL,Fort Lauderdale–Hollywood International Airport,"Fort Lauderdale / Hollywood, Florida, United States",100,Terminal Drive,Fort Lauderdale,Broward County,Florida,US,United States,33315,+1 954-359-1200,26.074234,-80.150604,-240,http://www.fll.net/
0,5773,PAP,MTPP,Toussaint L'Ouverture International Airport,"Port-au-Prince, Haiti",,Boulevard Toussaint Louverture,Port-au-Prince,,Ouest,HT,Haiti,,+509 48 65 6436,18.575655,-72.29489,-240,http://pap.aan-haiti.com/
0,6812,SJL,SBUA,São Gabriel da Cachoeira Airport,"São Gabriel da Cachoeira, Amazonas, Brazil",,Estrada do Aeroporto,,São Gabriel da Cachoeira,Amazonas,BR,Brazil,69750-000,,-0.1510764,-66.9913,-240,
0,1141,CAF,SWCA,Carauari Airport,"Carauari, Amazonas, Brazil",600-628,Avenida Dom Pedro Segundo,,Carauari,Amazonas,BR,Brazil,69500-000,,-4.8755007,-66.89916,-240,
0,2151,ERN,SWEI,Eirunepé Airport (Amaury Feitosa Tomaz Airport),"Eirunepé, Amazonas, Brazil",,,,Eirunepé,Amazonas,BR,Brazil,69880-000,+55 32 99107-5288,-6.6368523,-69.88315,-240,
0,4064,LBR,SWLB,Lábrea Airport,"Lábrea, Amazonas, Brazil",,,,Lábrea,Amazonas,BR,Brazil,69830-000,,-7.2824507,-64.77184,-240,
0,1340,CIZ,SWKO,Coari Airport,"Coari, Amazonas, Brazil",,,,Coari,State of Amazonas,BR,Brazil,69460-000,,-4.88428,-65.349144,-240,
0,7487,TMT,SBTB,Porto Trombetas Airport,"Porto Trombetas / Oriximiná, Pará, Brazil",,Rua Barão do Rio Branco,,Oriximiná,Pará,BR,Brazil,68270-000,,-1.4855014,-56.390137,-180,
0,146,AGT,SGES,Guaraní International Airport,"Ciudad del Este, Paraguay",,Ruta Internacional 7,Minga Guazú,Minga Guazú,Departamento de Alto Paraná,PY,Paraguay,,,-25.4555,-54.843594,-180,http://www.dinac.gov.py/
0,4027,LAD,FNLU,Quatro de Fevereiro Airport,"Luanda, Angola",,,Luanda,Luanda,Luanda Province,AO,Angola,,+244 442 352 387,-8.847951,13.234862,60,http://angolaairport.net/
0,3100,IAH,KIAH,George Bush Intercontinental Airport,"Houston, Texas, United States",2800,North Terminal Road,Houston,Harris County,Texas,US,United States,77032,+1 281-230-3100,29.99022,-95.336784,-300,http://www.fly2houston.com/
0,2214,EWR,KEWR,Newark Liberty International Airport,"Newark, New Jersey, United States",3,Brewster Road,Newark,,New Jersey,US,United States,7114,+1 973-961-6000,40.689533,-74.17446,-240,http://www.panynj.gov/airports/newark-liberty.html
0,5647,ORD,KORD,O'Hare International Airport,"Chicago, Illinois, United States",10000,W O'Hare Ave,Chicago,,Illinois,US,United States,60666,+1 800-832-6352,41.974163,-87.90732,-300,http://www.flychicago.com/ohare/en/home/Pages/default.aspx
0,1213,CDG,LFPG,Charles de Gaulle Airport (Roissy Airport),"Paris, Île-de-France, France",,,Roissy-en-France,,Île-de-France,FR,France,95700,+33 1 70 36 39 50,49.00969,2.5479245,120,http://www.parisaeroport.fr/
0,2371,FRA,EDDF,Frankfurt Airport,"Frankfurt, Hessen, Germany",,,Frankfurt,Darmstadt,Hesse,DE,Germany,60547,+49 180 6 3724636,50.037933,8.562152,120,http://www.frankfurt-airport.de/
0,277,ANC,PANC,Ted Stevens Anchorage International Airport,"Anchorage, Alaska, United States",5000,West International Airport Road,Anchorage,Anchorage,Alaska,US,United States,99502,+1 907-266-2526,61.175888,-149.99008,-480,http://dot.state.ak.us/anc/
0,3122,ICN,RKSI,Incheon International Airport,"Seoul, South Korea",272,,,,Incheon,KR,South Korea,,+82 1577-2600,37.46019,126.4407,540,http://www.airport.kr/
0,4044,LAX,KLAX,Los Angeles International Airport,"Los Angeles, California, United States",1,World Way,Los Angeles,Los Angeles County,California,US,United States,90045,+1 855-463-5252,33.94159,-118.40853,-420,http://www.lawa.org/welcomelax.aspx
0,6778,SID,GVAC,Amílcar Cabral International Airport,"Sal, Cape Verde",,Aeroporto Internacional Amílcar Cabral,Espargos,,Sal,CV,Cape Verde,4110,+238 241 14 68,16.73458,-22.943975,-60,http://www.asa.cv/index.php?option=com_content&view=article&id=137&Itemid=58
0,4609,MEX,MMMX,Mexico City International Airport,"Mexico City, Mexico",S/N,Av Capitan Carlos León,Ciudad de México,,Ciudad de México,MX,Mexico,15620,+52 55 2482 2400,19.436077,-99.07191,-300,http://www.aicm.com.mx/
0,2262,FCO,LIRF,Leonardo da Vinci–Fiumicino Airport,"Rome, Lazio, Italy",,Via dell' Aeroporto di Fiumicino,Fiumicino,Città Metropolitana di Roma,Lazio,IT,Italy,54,+39 06 65951,41.79989,12.246239,120,http://www.adr.it/
0,5071,MXP,LIMC,Milan–Malpensa Airport,"Milan, Lombardy, Italy",,,,Province of Varese,Lombardy,IT,Italy,21010,+39 02 232323,45.630062,8.725531,120,http://www.milanomalpensa-airport.com/
0,888,BOS,KBOS,Logan International Airport,"Boston, Massachusetts, United States",1,Harborside Drive,Boston,Suffolk County,Massachusetts,US,United States,2128,+1 800-235-6426,42.365612,-71.00956,-240,http://www.massport.com/logan-airport
0,447,AUX,SWGN,Araguaína Airport,"Araguaína, Tocantins, Brazil",280,Avenida Dionísio Farias,,Araguaína,Tocantins,BR,Brazil,65907-230,+55 63 99291-8995,-7.2283916,-48.240532,-180,
0,8847,YYZ,CYYZ,Toronto Pearson International Airport,"Toronto, Ontario, Canada",6301,Silver Dart Drive,Mississauga,,Ontario,CA,Canada,L5P 1B2,+1 416-247-7678,43.67772,-79.62482,-240,http://www.torontopearson.com/
0,8778,YUL,CYUL,Montréal–Pierre Elliott Trudeau International Airport,"Montreal, Quebec, Canada",,,,Montreal,Quebec,CA,Canada,,+1 514-394-7377,45.465687,-73.74548,-240,http://www.admtl.com/
0,3290,ISL,LTFM,Istanbul New Airport,"Istanbul, Turkey",,,,Bakırköy,Istanbul,TR,Turkey,34149,+90 212 463 30 00,40.98299,28.810442,180,http://www.ataturkairport.com/
0,3297,IST,LTBA,Istanbul Atatürk Airport,"Istanbul, Turkey",,,,Bakırköy,Istanbul,TR,Turkey,34149,+90 212 463 30 00,40.98299,28.810442,180,http://www.ataturkairport.com/
0,1162,CBB,SLCB,Jorge Wilstermann International Airport,"Cochabamba, Bolivia",,,Cochabamba,Cercado,Cochabamba Department,BO,Bolivia,,+591 4 4120400,-17.417048,-66.17871,-240,
0,4181,LHR,EGLL,Heathrow Airport,"London, England, United Kingdom",,,Longford,Greater London,England,GB,United Kingdom,,+44 844 335 1801,51.470024,-0.4542955,60,http://www.heathrow.com/
0,1481,CPH,EKCH,"Copenhagen Airport, Kastrup","Copenhagen, Denmark",6,Lufthavnsboulevarden,Kastrup,,,DK,Denmark,2770,+45 32 31 32 31,55.618023,12.650763,120,https://cph.dk/
0,8012,VLN,SVVA,Arturo Michelena International Airport,"Valencia, Venezuela",,,,,,,,,,0,0,0,
0,1200,CCS,SVMI,Simón Bolívar International Airport,"Caracas, Venezuela",,,Maiquetía,Vargas,Vargas,VE,Venezuela,1162,+58 424-2067470,10.597259,-67.00534,-240,http://www.aeropuerto-maiquetia.com.ve/
0,3263,IQQ,SCDA,Diego Aracena International Airport,"Iquique, Chile",,1,,Iquique,Región de Tarapacá,CL,Chile,,,-20.536407,-70.18052,-180,http://www.aeropuertodiegoaracena.cl/
0,3434,JJG,SBJA,Humberto Ghizzo Bortoluzzi Regional Airport,"Jaguaruna, Santa Catarina, Brazil",,,,Jaguaruna,Santa Catarina,BR,Brazil,88715-000,+55 48 3624-8824,-28.676765,-49.066345,-180,http://www.rdlaeroportos.com.br/
0,75,ADD,HAAB,Bole International Airport,"Addis Ababa, Ethiopia",,,Addis Ababa,North Shewa(R4),Oromia,ET,Ethiopia,,+251 11 665 6666,8.980069,38.79893,180,http://addisairport.com/
0,6143,PTQ,SNMZ,Porto de Moz Airport,"Porto de Moz, Pará, Brazil",,,,,,,,,,0,0,0,
0,7728,UBT,SDUB,Ubatuba Airport (Gastão Madeira Airport),"Ubatuba, São Paulo, Brazil",,,,,,,,,,0,0,0,
0,6811,SJK,SBSJ,Professor Urbano Ernesto Stumpf Airport,"São José dos Campos, São Paulo, Brazil",1941,Avenida Brigadeiro Faria Lima,,São José dos Campos,São Paulo,BR,Brazil,12227-000,+55 12 3946-3000,-23.225304,-45.861576,-180,http://www.infraero.gov.br/
0,4537,MBZ,SWMW,Maués Airport,"Maués, Amazonas, Brazil",1593,Estrada São João,,Maués,Amazonas,BR,Brazil,69190-000,,-3.374394,-57.723732,-240,
0,5666,ORX,SNOX,Oriximiná Airport,"Oriximiná, Pará, Brazil",,Rua Barão do Rio Branco,,Oriximiná,Pará,BR,Brazil,68270-000,,-1.4855014,-56.390137,-180,
0,4963,MTE,SNMA,Monte Alegre Airport,"Monte Alegre, Pará, Brazil",678-854,Avenida Desembargador Inácio Guilhon,,Monte Alegre,Pará,BR,Brazil,68220-000,,-1.9937029,-54.068874,-180,http://www.emsampa.com.br/aeroportos/para_monte_alegre.htm
0,4952,MST,EHBK,Maastricht Aachen Airport,"Maastricht, Netherlands",90,Vliegveldweg,Maastricht-Airport,Beek,Limburg,NL,Netherlands,6199 AD,+31 43 358 9898,50.913685,5.773359,120,http://www.maa.nl/
0,4597,MEL,YMML,Melbourne Airport,"Melbourne, Victoria, Australia",,Departure Dr,Melbourne Airport,Hume City,Victoria,AU,Australia,3045,+61 3 9297 1600,-37.669014,144.84103,660,http://www.melbourneairport.com.au/
0,212,AKL,NZAA,Auckland Airport,"Auckland, New Zealand",,Ray Emery Drive,Auckland,,Auckland,NZ,New Zealand,2022,+64 9-275 0789,-37.008247,174.78503,780,http://www.aucklandairport.co.nz/
0,3495,JUA,SIZX,Inácio Luís do Nascimento Airport,"Juara, Mato Grosso, Brazil",5,Avenida Rio Arinos,,Juara,Mato Grosso,BR,Brazil,78575-000,+55 66 99648-3870,-11.298683,-57.545204,-240,
0,7721,UBA,SBUR,Mário de Almeida Franco Airport,"Uberaba, Minas Gerais, Brazil",,Avenida Nenê Sabino,,Uberaba,Minas Gerais,BR,Brazil,38050-400,+55 34 3319-9400,-19.76504,-47.96185,-180,http://www4.infraero.gov.br/aeroportos/aeroporto-de-uberaba-mario-de-almeida-franco/
0,7410,TJL,SBTG,Plínio Alarcom Airport,"Três Lagoas, Mato Grosso do Sul, Brazil",,Avenida Antônio Trajano,,Três Lagoas,Mato Grosso do Sul,BR,Brazil,,,-20.753672,-51.68211,-240,
0,2732,GUA,MGGT,La Aurora International Airport,"Guatemala City, Guatemala",,,Guatemala City,,Guatemala Department,GT,Guatemala,,+502 2321 5000,14.584098,-90.52769,-360,http://www.dgac.gob.gt/
0,2518,GEL,SBNM,Sepé Tiaraju Airport,"Santo Ângelo, Rio Grande do Sul, Brazil",s/n,"Rodovia RS-218, km 13",,Santo Ângelo,Rio Grande do Sul,BR,Brazil,,+55 55 3313-6617,-28.280348,-54.17094,-180,http://www.aviacao.gov.br/
0,7845,URG,SBUG,Rubem Berta International Airport,"Uruguaiana, Rio Grande do Sul, Brazil",s/n,Acesso Marechal Setembrino de Carvalho,,Uruguaiana,Rio Grande do Sul,BR,Brazil,97513-780,+55 55 3413-1314,-29.783995,-57.0357,-180,http://www4.infraero.gov.br/aeroportos/aeroporto-internacional-de-uruguaiana-rubem-berta/
0,5853,PEK,ZBAA,Beijing Capital International Airport,"Beijing, China",,,,,Beijing,CN,China,,+86 10 96158,40.079857,116.60311,480,http://www.bcia.com.cn/
0,3398,JED,OEJN,King Abdulaziz International Airport,"Jeddah, Saudi Arabia",,,,,,,,,,0,0,0,
0,112,AEX,KAEX,Alexandria International Airport,"Alexandria, Louisiana, United States",1100,Frank Andrews Boulevard,Alexandria,Rapides Parish,Louisiana,US,United States,71303,+1 318-449-3504,31.327412,-92.54519,-300,http://www.englandairpark.org/aex
0,1284,CGN,EDDK,Cologne Bonn Airport,"Cologne / Bonn, North Rhine-Westphalia, Germany",,Kennedystraße,Köln,Köln,Nordrhein-Westfalen,DE,Germany,51147,+49 2203 404001,50.870716,7.140734,120,https://www.koeln-bonn-airport.de/
0,947,BRU,EBBR,Brussels Airport (Zaventem Airport),"Brussels, Belgium",,Leopoldlaan,Zaventem,Vlaams-Brabant,Vlaanderen,BE,Belgium,1930,+32 2 753 77 53,50.900997,4.4855742,120,http://www.brusselsairport.be/
0,8981,ALT,SDWQ,Alenquer Airport,"Alenquer, Pará, Brazil",,Alameda das Comunidades Portuguesas,Alenquer,,Pará,BR,Brazil,,,-1.93889,-54.7472,-240,
0,6929,SOD,SDCO,Bertram Luiz Leupolz–Sorocaba Airport,"Sorocaba, São Paulo, Brazil",s/n,Avenida Santos Dumont,,Sorocaba,São Paulo,BR,Brazil,18065-290,+55 15 3223-3333,-23.48182,-47.48626,-180,http://www.daesp.sp.gov.br/aeroporto-detalhe/?id=893
0,5978,PLU,SBBH,Belo Horizonte/Pampulha – Carlos Drummond de Andrade Airport,"Belo Horizonte, Minas Gerais, Brazil",204,Praça Bagatelle,,Belo Horizonte,Minas Gerais,BR,Brazil,31270-705,+55 31 3490-2000,-19.849848,-43.95489,-180,http://www4.infraero.gov.br/aeroportos/aeroporto-de-belo-horizonte-pampulha-carlos-drummond-de-andrade/
